rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
27621,0.796,353,4,1,0,34,0,48,0,50,4,16,4,3,8,3,8,0,208.86
27652,0.416,18,4,0,0,34,0,42,0,100,5,5,4,3,5,4,13,0,2305
27656,0.881,123,2,1,0,32,1,28,0,90,7,9,2,1,5,4,12,1,115.29
27674,0.437,439,5,1,0,32,1,55,0,58,1,14,4,3,8,3,17,2,0
27855,0.458,257,0,1,1,34,1,40,0,100,5,5,4,3,3,2,13,0,2346
27878,0.436,250,3,0,0,32,0,41,0,50,5,8,4,3,8,2,12,2,102.5900302
27895,0.333,397,4,1,0,29,2,59,0,50,8,8,4,3,2,0,14,1,2953.219033
28002,0.749,264,2,0,0,32,0,40,0,100,5,10,2,1,7,4,16,1,8075.603927
28007,0.833,112,0,1,1,34,0,28,0,85,1,9,4,3,8,2,7,2,295.21
28112,0.166,439,8,1,0,32,1,55,0,50,3,11,4,3,5,3,15,1,3737.64
28143,0.833,172,4,0,1,32,1,32,0,100,5,0,4,3,1,1,10,1,2531
28250,0.842,170,3,0,1,32,1,33,0,54,5,7,4,3,7,2,9,1,531.3
28290,0.764,275,1,0,0,34,1,46,0,55,5,11,2,1,8,4,6,1,311.0574018
28341,0.763,390,8,0,0,34,1,52,0,50,5,15,4,3,9,3,17,2,5627.770695
28362,0.154,139,5,1,1,32,1,30,0,100,5,5,4,1,3,2,19,2,928
28410,0.271,536,2,1,0,39,0,65,0,50,7,8,4,3,5,4,20,1,0
28465,0.25,160,2,0,1,32,0,31,0,90,2,4,5,3,1,1,9,1,1736.206949
28591,0.542,316,0,1,0,44,2,44,0,50,5,16,2,1,8,3,16,0,1173
28595,0.666,38,2,0,1,10,1,23,0,90,1,8,4,3,7,2,16,1,1714.008761
28789,0.46,169,4,1,0,32,0,35,0,68,2,4,5,3,1,1,18,1,0
29205,0.282,152,8,1,1,32,0,30,1,64,5,8,1,3,5,4,17,0,75.99
29348,0.132,470,6,1,0,32,1,57,0,50,4,13,5,1,5,3,20,0,9041
29439,0.427,300,2,1,0,30,0,43,0,51,6,13,4,3,4,0,16,2,2524.72
29592,0.945,45,1,1,0,32,0,26,0,100,4,11,2,1,4,4,12,0,2346
29602,0.396,435,5,1,0,32,1,55,0,58,1,14,4,3,8,3,17,2,2346
29651,0.468,515,0,0,0,39,0,69,1,55,5,6,4,3,3,2,16,1,313.84
29670,0.916,464,7,0,0,32,1,58,0,90,5,8,4,3,7,2,14,1,263.76
29733,0.749,222,4,0,1,10,1,38,0,76,5,11,2,1,7,4,16,1,1205
29841,0.867,335,0,0,0,32,2,51,0,50,7,8,2,1,3,4,20,1,4954.47281
29872,0.5,182,1,1,0,32,1,40,0,50,4,10,2,1,5,4,17,0,163427.0139
29972,0.25,450,1,0,0,39,0,65,0,62,5,0,1,3,2,2,20,1,2111.0429
30032,0.583,72,2,0,0,32,1,37,0,95,5,6,4,1,4,2,13,2,2877.163142
30068,0.786,504,2,0,0,39,0,62,0,50,5,8,2,1,5,2,16,2,0
30103,0.666,172,7,1,1,32,0,42,0,106,5,11,4,3,7,3,14,1,663
30160,0.458,194,4,0,0,32,1,34,0,63,3,12,4,3,3,3,16,2,0
30228,0.945,45,1,1,0,32,0,26,0,100,4,11,2,1,4,4,12,0,2764.169184
30247,0.666,100,8,1,0,32,1,30,0,112,5,8,1,3,5,5,19,0,1283
30283,0.337,142,1,1,1,32,1,29,0,85,2,13,2,1,8,5,2,0,487.83
30304,0.813,440,4,1,0,32,0,61,0,50,5,8,4,3,7,4,16,2,3489.27
30415,1,143,1,1,0,32,1,30,0,68,6,12,2,1,4,5,17,1,4183.957704
30787,0.749,453,1,0,0,39,0,65,0,58,5,0,1,3,2,2,20,1,0
30828,0.5,222,2,1,0,32,2,37,0,106,6,13,5,1,2,3,8,1,269.38
30833,0.583,264,3,0,0,32,0,50,0,68,6,18,4,3,5,3,9,0,4532.506949
30884,0.75,279,3,1,0,29,2,42,0,64,3,9,4,3,6,4,11,1,3669.13
30936,0.658,78,1,0,1,32,1,30,0,95,5,3,4,3,3,4,17,1,1158.54
30948,0.916,93,3,1,0,25,0,59,0,100,1,21,4,3,9,3,4,2,9484.15
30952,0.299,314,4,0,0,34,1,46,0,50,5,12,4,3,7,5,7,1,1326
31001,0.833,334,1,1,0,32,2,51,0,50,5,11,4,3,7,5,13,1,822.5818731
31008,0.771,371,8,1,0,32,0,55,0,85,5,2,1,3,1,4,20,1,745.5
31139,0.589,113,8,1,0,32,0,39,0,85,5,14,4,1,4,3,11,0,1204
31153,0.763,390,8,0,0,34,1,52,0,50,5,15,4,3,9,3,17,2,0
31243,0.143,184,5,1,0,32,2,39,0,59,5,10,4,3,7,5,13,0,2300
31291,0.183,72,1,1,1,32,0,24,0,90,5,11,2,1,7,4,11,1,0
31429,0.75,173,1,1,1,34,0,33,0,100,5,16,4,3,9,3,8,0,5094.82
31523,0.166,177,1,0,0,32,0,36,1,80,5,15,4,3,9,4,16,0,0
31587,0.75,428,6,0,0,32,1,57,0,50,5,5,1,3,5,2,11,1,1204
31651,0.916,84,8,1,0,32,1,31,0,85,5,3,4,3,4,2,12,0,663
32004,0.625,55,0,0,1,32,0,37,0,95,5,9,2,1,5,2,16,0,3689.54139
32012,0.75,244,1,1,0,32,2,39,0,80,0,11,2,1,6,4,8,1,179.5413897
32178,0.945,176,3,1,0,32,1,36,0,60,8,7,4,1,1,4,20,1,1348.28
32236,0.916,180,3,1,0,29,2,33,0,55,3,9,4,3,6,4,15,1,0
32271,0.666,415,2,0,0,32,2,53,0,50,5,11,2,1,6,0,6,1,1418.610272
32466,0.822,489,6,0,0,20,0,59,0,50,5,9,5,1,5,4,10,2,1315.63142
32500,0.688,48,4,0,1,32,2,22,0,95,5,5,4,3,2,1,19,1,1712.689124
32644,0.636,334,0,1,0,32,0,51,0,50,5,10,4,3,8,2,11,1,3038.05287
32821,0.329,4,0,0,1,10,1,21,0,100,5,3,4,3,2,2,11,1,1800.49
32855,0.166,438,3,1,0,32,0,55,0,64,4,14,2,1,6,3,17,1,1531.722054
32895,0.666,445,2,0,0,32,3,56,0,50,5,11,2,1,5,4,16,1,0
33036,0.419,131,7,1,1,10,1,29,1,76,5,3,4,3,3,2,16,1,1204
33100,0.666,238,3,1,1,32,0,37,0,57,5,6,4,3,6,2,18,2,781.11
33111,0.733,303,6,0,1,32,2,47,0,85,5,4,4,3,2,1,17,0,466.14
33143,0.786,504,2,0,0,39,0,62,0,50,5,8,2,1,5,2,16,2,77.75
33166,0.469,343,2,0,0,32,3,50,0,50,1,9,4,3,7,2,16,0,4262.110876
33203,0.75,244,1,1,0,32,2,39,0,80,0,11,2,1,6,4,8,1,0
33208,0.5,274,2,1,0,29,1,44,0,90,8,9,4,1,1,0,18,1,0
33219,0.311,4,4,1,0,32,2,37,0,100,7,7,4,1,2,4,11,1,0
33405,0.503,53,0,0,1,32,2,27,0,100,5,13,5,3,9,4,11,2,2300
33469,0.5,463,8,1,0,0,2,57,0,50,7,19,4,3,8,3,8,0,0
33646,0.842,170,3,0,1,32,1,33,0,54,5,7,4,3,7,2,9,1,626.0030211
33651,0.416,118,1,0,1,32,1,27,0,95,5,7,4,3,5,2,15,1,239.8205438
33660,0.666,355,8,0,0,34,1,48,0,61,5,10,1,3,6,3,10,1,1204
33889,0.75,173,1,1,1,34,0,33,0,100,5,16,4,3,9,3,8,0,5094.82
33934,0.916,411,0,0,1,32,1,54,0,50,5,10,4,3,8,4,16,1,517.3332326
34051,0.347,162,1,0,1,32,1,36,0,64,5,6,4,3,5,2,17,1,0
34379,0.5,222,2,1,0,32,2,37,0,106,6,13,5,1,2,3,8,1,317.3963746
34514,0.154,139,5,1,1,32,1,30,0,100,5,5,4,1,3,2,19,2,928
34558,0.458,194,4,0,0,32,1,34,0,63,3,12,4,3,3,3,16,2,1044.24
34567,0.25,85,3,0,1,10,1,25,0,76,5,11,2,1,7,4,17,2,2300
34768,0.867,335,0,0,0,32,2,51,0,50,7,8,2,1,3,4,20,1,3000.95
34837,0.499,415,3,1,0,34,0,56,0,72,5,6,4,1,4,4,16,1,5968.354985
34914,0.497,23,7,0,1,10,1,22,0,100,5,3,4,3,2,2,11,2,1300
35078,0.916,464,7,0,0,32,1,58,0,90,5,8,4,3,7,2,14,1,0
35098,0.749,174,6,0,0,32,1,33,0,60,5,8,4,3,5,4,18,0,2530
35221,0.486,332,1,0,0,39,0,67,1,50,2,3,5,3,1,1,16,1,0
35285,0.692,303,6,0,0,32,0,45,0,50,3,13,4,3,5,3,12,1,915.69
35343,0.833,334,1,1,0,32,2,51,0,50,5,11,4,3,7,5,13,1,0
35451,0.926,227,3,0,1,32,1,42,0,90,5,9,4,3,7,4,10,1,842.38
35496,1,355,7,0,0,32,1,49,0,50,5,14,2,1,8,3,7,0,0
35649,0.333,137,2,1,1,0,0,33,0,100,5,9,2,1,5,4,18,1,1418.610272
35665,0.991,451,8,1,0,39,0,64,1,50,5,10,5,3,7,5,15,1,743.19
35771,0.271,536,2,1,0,39,0,65,0,50,7,8,4,3,5,4,20,1,616.2471299
35872,0.249,63,2,0,1,32,0,26,0,90,1,9,4,3,7,2,16,1,1150
35965,0.083,230,5,0,0,34,0,37,0,57,3,9,2,1,3,5,10,1,663
36043,0.916,355,6,1,0,29,2,54,0,55,0,9,4,1,0,0,10,1,4958.57
36455,0.5,172,4,1,1,32,1,32,0,80,5,7,4,3,7,4,11,1,1204
36467,0.73,283,3,1,1,32,0,42,0,54,5,8,4,3,6,4,11,1,896.73
36795,0.428,616,3,1,0,39,0,69,0,50,2,9,4,3,7,4,4,1,5432.45
36826,0.132,470,6,1,0,32,1,57,0,50,4,13,5,1,5,3,20,0,9041
36950,0.628,311,2,1,0,0,2,44,0,57,5,11,4,3,6,0,18,2,1418.610272
37015,0.499,415,3,1,0,34,0,56,0,72,5,6,4,1,4,4,16,1,0
37034,0.157,90,8,1,1,32,0,27,1,68,5,8,4,1,4,5,19,1,298.4
37087,0.833,266,2,1,0,32,0,45,0,50,2,19,4,3,9,5,13,2,504.8202417
37201,0.127,337,4,1,0,32,1,46,0,51,7,14,2,1,8,5,9,1,102.5900302
37302,0.958,579,4,1,0,39,0,66,0,50,7,11,4,3,8,5,15,1,3358.571601
37327,0.764,356,3,0,0,32,0,48,0,58,5,11,2,1,7,4,16,1,2436.981571
37475,1,382,5,1,0,32,2,55,0,71,5,17,2,1,9,3,11,2,0
37572,0.764,356,3,0,0,32,0,48,0,58,5,11,2,1,7,4,16,1,0
37633,0.762,151,3,0,0,32,1,30,0,85,5,6,4,1,4,2,19,0,0
37756,0.25,450,1,0,0,39,0,65,0,62,5,0,1,3,2,2,20,1,1204
37796,0.583,529,2,1,0,25,3,63,0,53,5,10,4,3,7,2,7,0,925.78
37848,0.874,296,0,1,0,32,0,43,0,51,3,11,2,1,5,4,20,1,3089.33
37873,0.833,559,0,1,0,32,2,71,0,95,5,11,4,3,8,5,9,2,2346
38006,0.848,368,3,1,0,28,2,49,0,50,7,8,4,1,3,4,11,0,0
38095,0.249,180,2,0,0,34,1,34,0,51,5,9,4,3,6,4,11,2,0
38127,0.135,299,2,1,0,30,2,43,0,51,6,13,4,3,4,0,16,2,0
38140,0.241,242,8,0,0,32,0,56,1,50,5,5,1,3,3,0,13,1,1326
38193,0.666,179,4,1,0,32,1,33,0,80,1,8,4,3,4,2,12,1,1204
38201,0.749,453,1,0,0,39,0,65,0,58,5,0,1,3,2,2,20,1,0
38378,0.25,450,1,0,0,39,0,65,0,62,5,0,1,3,2,2,20,1,587.68
38529,0.716,529,1,1,1,39,0,62,0,50,5,6,4,3,6,2,15,0,437.72
38699,0.833,100,2,1,1,32,3,28,0,100,8,4,4,1,3,2,15,1,2408
38758,0.833,66,3,1,1,32,2,27,0,85,6,15,5,3,9,4,16,0,163.48
38767,0.25,277,0,1,0,32,2,41,0,50,3,15,4,3,9,3,9,0,2273.60574
38771,0.73,283,3,1,1,32,0,42,0,54,5,8,4,3,6,4,11,1,0
38983,0.749,172,5,1,0,25,2,37,0,72,5,7,4,3,6,4,3,0,441.51
39074,0.041,579,4,1,0,39,0,66,0,50,7,11,4,3,8,5,15,1,0
39249,0.666,718,2,1,0,39,0,81,1,50,5,8,4,3,6,4,16,0,1855.539879
39395,0.583,175,1,1,1,32,0,32,0,60,5,11,2,1,7,4,12,1,1203.921752
39411,0.457,216,3,1,0,25,3,36,0,55,5,5,4,3,3,1,14,0,0
39655,0.916,426,3,1,0,34,2,58,0,97,5,16,4,3,9,3,7,1,1326
39768,0.514,42,2,1,0,32,1,38,0,112,8,9,2,1,0,0,19,0,1204
39795,0.086,70,7,0,0,32,1,31,0,85,5,7,5,1,5,2,4,1,620.61
40002,0.5,420,0,1,0,0,2,53,0,50,2,15,4,3,9,5,15,2,289.1537764
40008,0.833,430,1,1,0,25,3,57,0,50,5,16,2,1,9,5,12,0,1404.07
40213,0.808,407,0,1,0,32,3,56,0,50,7,18,2,1,9,3,4,0,673.6277946
40225,0.349,134,3,1,1,32,0,31,0,85,5,10,4,3,7,4,18,0,3205.623263
40464,0.249,447,1,1,0,39,0,76,0,50,5,8,2,1,4,2,20,2,723.24
40525,0.333,137,2,1,1,0,0,33,0,100,5,9,2,1,5,4,18,1,1204
40583,0.396,435,5,1,0,32,1,55,0,58,1,14,4,3,8,3,17,2,4326.52568
40769,0.67,456,3,0,0,32,1,59,0,50,6,12,4,3,5,5,16,1,1326
40792,0.427,300,2,1,0,30,0,43,0,51,6,13,4,3,4,0,16,2,0
40808,0.705,539,2,1,0,39,0,63,0,50,5,11,4,3,5,2,16,2,1548.229305
40910,0.299,314,4,0,0,34,1,46,0,50,5,12,4,3,7,5,7,1,2346
40923,0.583,124,4,1,0,32,2,28,0,57,8,6,3,2,0,4,1,1,0
40959,0.291,143,2,1,0,32,0,38,0,80,6,12,2,1,7,4,20,1,32066.50695
41027,0.499,125,6,1,1,0,2,30,0,76,5,3,4,3,3,2,4,0,2346
41059,0.75,290,1,1,0,34,2,47,0,50,3,12,2,1,5,5,17,1,9978.273716
41095,0.666,440,6,1,0,34,2,55,0,58,5,0,4,3,1,1,12,1,928
41105,0.583,443,3,0,1,20,0,57,0,50,5,12,4,3,8,5,11,2,1422.84
41108,0.499,415,3,1,0,34,0,56,0,72,5,6,4,1,4,4,16,1,2426
41110,0.333,162,3,1,0,32,1,32,0,57,5,12,2,1,7,4,15,0,0
41284,0.945,45,1,1,0,32,0,26,0,100,4,11,2,1,4,4,12,0,2346
41285,0.749,42,0,1,1,0,2,22,0,100,2,5,5,3,1,1,16,1,79.82
41305,0.499,364,0,1,0,32,2,59,0,76,5,4,4,3,4,1,1,0,0
41313,0.813,440,4,1,0,32,0,61,0,50,5,8,4,3,7,4,16,2,5673.580967
41416,0.143,184,5,1,0,32,2,39,0,59,5,10,4,3,7,5,13,0,4241.691843
41444,0.5,274,2,1,0,29,1,44,0,90,8,9,4,1,1,0,18,1,2228.97
41464,0.749,165,6,1,1,29,2,32,0,67,8,8,4,3,2,0,17,0,1204
41582,0.833,396,2,1,0,32,1,55,0,58,8,5,4,1,4,2,20,0,1326
41643,1,382,5,1,0,32,2,55,0,71,5,17,2,1,9,3,11,2,79.8
41695,1,245,7,0,1,32,1,38,0,63,2,11,4,3,8,5,15,1,759.06
41725,0.916,426,3,1,0,34,2,58,0,97,5,16,4,3,9,3,7,1,1326
41869,0.871,47,2,0,1,32,1,23,0,95,1,8,4,3,7,2,19,0,851.69
41925,0.468,515,0,0,0,39,0,69,1,55,5,6,4,3,3,2,16,1,369.7812689
42089,0.705,539,2,1,0,39,0,63,0,50,5,11,4,3,5,2,16,2,0
42101,0.487,347,1,0,1,32,0,55,0,50,7,13,2,1,8,5,16,1,14775
42137,0.666,445,2,0,0,32,3,56,0,50,5,11,2,1,5,4,16,1,604.68
42289,0.749,174,6,0,0,32,1,33,0,60,5,8,4,3,5,4,18,0,2346
42364,0.394,11,3,0,1,32,1,20,0,100,1,7,5,3,1,1,11,1,1183.856193
42455,0.692,303,6,0,0,32,0,45,0,50,3,13,4,3,5,3,12,1,1078.909668
42486,0.848,368,3,1,0,28,2,49,0,50,7,8,4,1,3,4,11,0,1102.403927
42600,1,127,5,1,0,34,2,29,0,76,7,11,5,1,6,5,7,1,1402.338671
42680,0.628,311,2,1,0,0,2,44,0,57,5,11,4,3,6,0,18,2,0
42839,0.916,272,8,1,1,32,0,49,1,64,5,8,4,1,4,5,19,1,0
42848,1,336,4,1,0,27,2,46,0,50,8,4,4,1,3,2,20,1,1204
43016,0.749,165,6,1,1,29,2,32,0,67,8,8,4,3,2,0,17,0,0
43028,0.833,533,2,0,1,39,0,65,0,52,5,9,4,3,6,4,14,1,156.247432
43036,0.666,540,5,1,1,32,0,63,1,62,5,3,4,3,3,1,19,1,2408
43118,0.499,321,0,1,0,32,1,45,0,50,5,9,4,3,4,4,16,1,679.05
43180,0.457,216,3,1,0,25,3,36,0,55,5,5,4,3,3,1,14,0,782.5567976
43276,0.749,394,7,0,0,32,1,52,1,58,5,9,4,3,7,4,16,1,1326
43378,0.517,222,8,1,0,34,1,38,0,80,5,7,1,3,5,5,18,0,0
43402,1,245,7,0,1,32,1,38,0,63,2,11,4,3,8,5,15,1,0
43428,0.249,230,7,1,0,34,1,39,0,50,5,10,4,3,7,3,17,1,0
43473,0.487,347,1,0,1,32,0,55,0,50,7,13,2,1,8,5,16,1,44779.06949
43498,0.499,515,2,1,0,32,1,61,0,95,6,14,5,1,3,3,16,1,2163.26284
43533,0.916,316,4,0,0,32,1,48,0,50,6,11,4,3,4,3,16,1,1300
43594,0.133,346,8,0,0,29,2,49,0,50,5,3,4,1,3,2,17,1,1326
43644,0.583,81,1,1,1,32,1,26,1,95,5,10,2,1,6,4,20,0,1320.733233
43715,0.491,373,8,1,0,32,3,50,0,50,7,14,4,3,6,3,5,1,1204
43949,0.799,473,8,1,0,32,2,59,0,50,5,15,4,3,6,3,12,0,1608.66
44077,1,187,6,1,0,32,1,33,0,51,4,11,5,1,4,5,13,1,544.8570997
44179,0.499,415,3,1,0,34,0,56,0,72,5,6,4,1,4,4,16,1,2346
44247,0.333,397,4,1,0,29,2,59,0,50,8,8,4,3,2,0,14,1,1302.45
44301,0.762,151,3,0,0,32,1,30,0,85,5,6,4,1,4,2,19,0,360.2610272
44309,0.792,222,7,1,0,25,0,38,0,85,6,17,4,3,5,3,16,1,1326
44404,0.705,539,2,1,0,39,0,63,0,50,5,11,4,3,5,2,16,2,1314.01
44457,0.749,174,6,0,0,32,1,33,0,60,5,8,4,3,5,4,18,0,2530
44735,0.5,131,1,1,1,0,2,30,0,80,5,16,2,1,9,5,11,0,410.9963746
44888,0.336,419,2,1,0,32,0,64,1,76,6,10,4,3,3,5,16,1,1204
45133,0.882,493,4,1,0,32,2,59,0,50,7,7,4,1,2,4,9,1,1
45382,0.666,100,8,1,0,32,1,30,0,112,5,8,1,3,5,5,19,0,1283
45632,0.486,481,2,1,0,32,2,58,0,50,6,13,4,3,4,0,12,1,5615.66
45633,0.486,481,2,1,0,32,2,58,0,50,6,13,4,3,4,0,12,1,7660.825378
45642,0.916,292,2,1,1,0,2,43,0,85,6,20,4,3,8,3,2,0,1204
45667,0.249,447,1,1,0,39,0,76,0,50,5,8,2,1,4,2,20,2,852.1558912
45934,0.333,146,5,0,0,0,0,30,0,90,5,6,4,1,4,2,9,1,0
45945,0.666,343,4,1,1,0,2,50,0,95,1,16,5,3,8,3,2,2,1326
46057,1,336,4,1,0,27,2,46,0,50,8,4,4,1,3,2,20,1,1168.63
46139,0.583,175,1,1,1,32,0,32,0,60,5,11,2,1,7,4,12,1,1203.921752
46267,0.329,4,0,0,1,10,1,21,0,100,5,3,4,3,2,2,11,1,0
46275,0.764,275,1,0,0,34,1,46,0,55,5,11,2,1,8,4,6,1,0
46463,0.292,421,0,1,0,32,2,58,0,66,0,10,4,3,6,4,4,1,1093.413897
46482,0.882,493,4,1,0,32,2,59,0,50,7,7,4,1,2,4,9,1,1205
46577,0.916,422,4,1,0,39,0,66,0,90,2,4,5,3,1,1,16,1,1326
46676,0.913,105,4,0,1,32,0,32,0,64,5,4,4,3,3,2,14,2,1326
46695,0.458,257,0,1,1,34,1,40,0,100,5,5,4,3,3,2,13,0,1526
46746,0.166,141,2,1,0,32,0,37,0,85,6,12,2,1,7,4,20,1,0
46818,0.499,321,0,1,0,32,1,45,0,50,5,9,4,3,4,4,16,1,679.05
46949,0.396,435,5,1,0,32,1,55,0,58,1,14,4,3,8,3,17,2,4326.52568
47087,0.833,266,2,1,0,32,0,45,0,50,2,19,4,3,9,5,13,2,0
47160,0.848,368,3,1,0,28,2,49,0,50,7,8,4,1,3,4,11,0,935.63
47208,0.75,157,2,0,0,32,1,31,0,72,5,8,4,3,6,4,14,2,991.5661631
47289,0.25,160,2,0,1,32,0,31,0,90,2,4,5,3,1,1,9,1,1473.55
47491,0.583,529,2,1,0,25,3,63,0,53,5,10,4,3,7,2,7,0,1090.798187
47748,0.25,450,1,0,0,39,0,65,0,62,5,0,1,3,2,2,20,1,587.68
47913,1,143,1,1,0,32,1,30,0,68,6,12,2,1,4,5,17,1,0
47992,0.458,194,4,0,0,32,1,34,0,63,3,12,4,3,3,3,16,2,1230.373414
48099,0.333,162,3,1,0,32,1,32,0,57,5,12,2,1,7,4,15,0,89.54682779
48103,0.692,86,5,0,0,32,2,26,0,95,5,7,4,3,5,4,1,1,270.8084592
48144,0.132,470,6,1,0,32,1,57,0,50,4,13,5,1,5,3,20,0,13079.08
48283,0.833,597,6,0,0,39,0,82,0,50,5,9,4,3,7,5,7,0,32.8
48454,0.5,172,3,1,1,32,0,33,0,85,5,9,2,1,5,4,11,2,1746.22
48699,1,143,1,1,0,32,1,30,0,68,6,12,2,1,4,5,17,1,4183.957704
48784,0.135,299,2,1,0,30,2,43,0,51,6,13,4,3,4,0,16,2,1326
48805,0.25,160,2,0,1,32,0,31,0,90,2,4,5,3,1,1,9,1,0
48875,0.833,179,2,0,0,32,0,33,0,50,2,15,4,3,9,5,6,0,510.4169184
48982,0.166,438,3,1,0,32,0,55,0,64,4,14,2,1,6,3,17,1,1531.722054
48984,0.041,579,4,1,0,39,0,66,0,50,7,11,4,3,8,5,15,1,0
48994,0.361,193,8,1,1,32,0,36,1,90,5,10,4,3,7,5,11,2,1341.5
49012,0.333,162,3,1,0,32,1,32,0,57,5,12,2,1,7,4,15,0,76
49126,0.456,162,4,1,1,32,0,37,0,72,5,10,2,1,5,5,20,1,17034.73
49288,0.5,182,1,1,0,32,1,40,0,50,4,10,2,1,5,4,17,0,98152.44
49308,0.583,529,2,1,0,25,3,63,0,53,5,10,4,3,7,2,7,0,1090.798187
49500,0.25,169,5,1,0,25,2,37,0,76,5,7,4,3,6,4,3,0,0
49521,1,201,2,1,1,32,2,34,0,50,6,17,2,1,7,3,16,0,523.79
49616,0.782,309,2,1,1,29,2,44,0,112,5,11,2,1,8,4,16,0,105.7123867
49863,0.499,137,2,1,1,0,2,31,0,76,5,16,2,1,9,5,11,0,1378.054985
49876,0.583,529,2,1,0,25,3,63,0,53,5,10,4,3,7,2,7,0,0
50155,0.916,450,0,0,0,25,2,56,0,79,3,11,2,1,6,4,8,0,2764.169184
50183,0.166,447,3,1,0,32,1,56,1,50,5,7,4,3,7,2,9,1,551.2
50195,0.499,321,0,1,0,32,1,45,0,50,5,9,4,3,4,4,16,1,835.84
50210,0.666,238,3,1,1,32,0,37,0,57,5,6,4,3,6,2,18,2,920.3410876
50299,0.833,430,1,1,0,25,3,57,0,50,5,16,2,1,9,5,12,0,1654.342296
50402,0.249,63,2,0,1,32,0,26,0,90,1,9,4,3,7,2,16,1,650
50406,0.75,314,4,0,1,32,1,45,0,67,4,11,4,3,5,5,16,1,82.51268882
50412,0.25,169,5,1,0,25,2,37,0,76,5,7,4,3,6,4,3,0,0
50449,0.958,579,4,1,0,39,0,66,0,50,7,11,4,3,8,5,15,1,3358.571601
50535,0.666,19,7,1,1,32,1,24,0,100,5,2,4,3,1,4,15,1,1300
50679,0.25,450,1,0,0,39,0,65,0,62,5,0,1,3,2,2,20,1,1204
50708,0.583,443,3,0,1,20,0,57,0,50,5,12,4,3,8,5,11,2,1676.458006
50724,0.163,100,0,1,0,32,2,32,0,64,3,11,2,1,6,4,13,0,663
50883,0.974,471,5,1,0,39,0,60,0,50,5,15,4,3,8,3,18,2,87.96797583
50884,1,355,7,0,0,32,1,49,0,50,5,14,2,1,8,3,7,0,1510.14
50961,0.457,216,3,1,0,25,3,36,0,55,5,5,4,3,3,1,14,0,782.5567976
51112,0.945,45,1,1,0,32,0,26,0,100,4,11,2,1,4,4,12,0,0
51122,0.271,536,2,1,0,39,0,65,0,50,7,8,4,3,5,4,20,1,523.02
51281,1,177,4,1,1,32,1,33,0,80,2,14,5,3,9,4,17,1,2735.914804
51290,0.75,314,4,0,1,32,1,45,0,67,4,11,4,3,5,5,16,1,0
51393,0.249,63,2,0,1,32,0,26,0,90,1,9,4,3,7,2,16,1,0
51399,0.499,321,0,1,0,32,1,45,0,50,5,9,4,3,4,4,16,1,1784.91571
51717,0.499,364,0,1,0,32,2,59,0,76,5,4,4,3,4,1,1,0,1893.821148
52155,0.486,481,2,1,0,32,2,58,0,50,6,13,4,3,4,0,12,1,0
52231,0.636,424,0,0,1,0,2,68,0,67,5,6,4,3,2,2,13,1,7405.57
52235,0.241,242,8,0,0,32,0,56,1,50,5,5,1,3,3,0,13,1,1326
52300,0.333,146,0,1,1,32,1,38,0,80,1,14,4,3,8,5,16,0,91.60876133
52305,0.874,513,1,1,0,25,3,61,0,62,5,10,2,1,7,5,14,1,65
52482,0.486,332,1,0,0,39,0,67,1,50,2,3,5,3,1,1,16,1,370.79
52499,0.25,160,2,0,1,32,0,31,0,90,2,4,5,3,1,1,9,1,1736.206949